text,label
"Gente que te dice que no cuando le ofreces de tus papitas, ¿se sienten bien?",-1
"Tengo una buena noticia, las ganas de morir se me fueron, ahora solo tengo ganas de desaparecer.",-1
Buenos días princesa.,-1
"Si el Dr. Simi le dedicara más tiempo a la medicina en lugar de al baile, ya habría encontrado la cura del cáncer.",-1
Noo pq vi esa foto??? Que ganas d estar toda tapada tomandome un heladooo ?,-1
#SiJesúsHubieraSidoMexicano hubiera convertido el agua en cerveza y su caso saldría en La Rosa de Guadalupe.,-1
"3 Frases válidas para interrumpir a una Mujer hablando:

•Te lo compro.
•Te amo.
•Sí, soy un pendejo.",-1
"En la escuela: 2+2=4. La tarea: 2+4+2=8. En el examen: Lucía tenía 2 manzanas, y se come una, la otra la regala: Calcula la masa del Sol.",-1
"#chiste Un paciente entra al consultorio del psicólogo:

-Doctor, nadie me presta atención
-¡El siguiente!. #chistes RT.",-1
Que ganas de romperme las bolas que tienen todos,-1
Los anuncios como no... Tiraria la tele por la ventana pero creo que es demasiado agresivo... Jajjja asi que mejor twiteo!#LaVozKids1,-1
"Dos amigos: 
-Oye ¿cuántos años tiene tu nueva novia? 
-Pues tiene cincuenta
-Jajaja podría ser tu madre! 
-Si, pero es la tuya
#chiste",-1
"Un momento de dolor vale toda una vida de gloria..
""Inquebrantable""",-1
"tengo terrible contractura en la parte derecha de la nuca, más dura que nunca",-1
"Cuando el pueblo se une, no tiene nada que perder, excepto las cadenas. Seamos libres.",-1
Yo no quiero decir que voy a rendir mal pero vou a rendir mal,-1
"Le muestro un tweet muy gracioso a mi mamá y me dice ""¿Quién es?"" QUÉ SE YO MAMÁ, RÍETE Y YA, PIENSAS QUE NOS CONOCEMOS TODOS EN TWITTER.",-1
No sé si cortarme las venas... o dejármelas largas... #fb,-1
Me levanto de la misma manera que pago que pago mis cuentas. Llorando.,-1
Qué ganas de viciar hasta las 4-5,-1
SABEN PQ PASA ESTO PQ NO USAMOS LOS NOMBRES ARTISTICOS DE AHORA EN MAS VOY A DECIRLE SUGA,-1
"Un buen profesional no debe conformarse con lo que sabe, debe ser capaz de identificar tendencias y llevarlas a su #empresa
#XLDesafíoEmpleo",-1
"Si te gusta una canción, nunca la dediques ni la pongas de alarma porque la vas a terminar odiando. No lo digo yo, lo dice la biblia. ✋",-1
#Chiste entra 1 hombre a una farmacia y pide a toda voz -Me da 1 condon -Sr cuide su lengua -Entonces deme 2 #chistes RT.,-1
Hermano pq le saco screen keeee ascccooo,-1
"-Oye amor, hueles a jabón de motel barato. -¿Y tú como sabes a qué huelen? -No sé, te amo.",-1
"Reír, dormir y comer: tres cosas divinas.",-1
¿En qué se parecen los baches a los narcos? En que el gobierno nunca terminará con ellos,-1
Un like y me largo a dormir.,-1
"CHICA: Espejito espejito soy fea?
ESPEJO: Lo eres...
CHICA: Pero tengo un corazon grande...
ESPEJO: Ultimamente a nadie le importa #xD",-1
"–– ¿Conoces la canción de la nalga? 

––No. 

–– ¿Te la toco?",-1
La canción de Ozuna Reik Wisin que duraaaaaaaaa🔥🔥🔥💪🏼,-1
"¿Nadie me felicita el día del padre por el hijo negro que tengo, Essien? ¿Pur qué? ¿Pur qué?",-1
"Ah, mejor no.",-1
"— Los caballeros no tenemos memoria.
— No mames abuelo, tu tienes Alzheimer ...
— ¿¡Y tu quien coño eres, pinche escuincle pendejo!?",-1
"— ¡Mamá!, ¿Cómo se dice a la mujer adicta al sexo? 
— Ninfómana hija. 
— Déjame anotarlo porque esos cabrones me dicen puta.",-1
"-¡No entres ahí, imbécil! ¡No entres a esa iglesia! ¡NOOO! -¿Qué película estás viendo, cariño? -El vídeo de nuestra boda.",-1
Un bombón se metió en mi casa a no esperen soy yo,-1
"Una madre oriental absorvente..
es ponja?",-1
-Una Coca-Cola por favor -¿le puedo dar Pepsi? -¿Le puedo pagar con un billete falso?,-1
"Si el cienpies tiene cien pies, el piojo, ¿tiene 3.1416 ojos? JAJÁ ¿Lo entendieron? JAJAJAJAJAJ Pi=3.1416 JAJAJAJAJA Reprobé matemáticas u.u",-1
Lo más difícil de todo es que tú lo compliques.,-1
Dentro de 1 rato tengo que rENDIR,-1
-Mi amor ¿qué me darás en mi cumple? -¿Ves el carro blanco de allá? —¡Siiii! —Una licuadora del mismo color! by @mhernandezhdez #fb,-1
Los espermatozoides del jorobado del notre dame ♌ ♌♌ ♌ ♌♌ ♌ ♌♌ ♌ ♌♌ ♌ ♌ #RT,-1
"—¿Te desmayaste? —No idiota, me estoy reiniciando. ¬¬'",-1
"Nunca cometo el mismo error dos veces, cinco o seis, como mínimo.",-1
Un años después del #MatrimonioIgualitario vamos a estar peleando por el #divorcioigualitario,-1
"Pues mi panza caguamera está igual de dura que si tuviera lavadero.
Punto para la caguama.",-1
"Si tanto pinche tiempo de seguirme y tomarme fotos, porque no investigan donde vivo y me lo dicen en mi cara?",-1
che chabon me volves lokaaaaaa te lo quiero gritar en la cara ahre,-1
Amigos si no he tuiteado mucho no es mi culpa lo que pasa es que la cuenta de donde me robo los tuits tampoco han puesto nada.,-1
"No saben menear la cuchara para prepararle un ""ChocoMilk"" a su hijo, pero si son expertas en menear el culo perreando en el antro, pendejas.",-1
"—Te amo
—PENAL PARA EL AMÉRICA 
—Pero...
—PENAL PARA LAS CHIVAS",-1
Ya sabes que PRI puntero 2018?,-1
"Era un cocinero tan feo, pero tan feo, que hacía llorar a las cebollas...",-1
estoy comenzando a presentar parciales y ya quiero acabar,-1
Perrrdón pero me amo demasiado,-1
"—¿Por qué me dejaste en visto?

—Me estaba bañando.

—¿Todo el día? 

—¡Me baño por partes!",-1
Ojala y la batería de mi celular durara mas de una semana.,-1
Matemática socialista: Un venezolano se compra una 4x4 y se la roban en un 2x3! #fb,-1
Cuando acabo una serie siento como si se me hubiera muerto un hijo.,-1
Dedo chiquito del pie: Dispositivo para localizar muebles en la oscuridad.,-1
Estos ejercicios son tan largos que cuando termino de leer ya no me acuerdo lo que decía al principio 🤦🏽‍♀️,-1
"Ya quiéreme, ya no quiero seguir levantando la mano cuando el DJ pregunta: ""¿dónde está la gente soltera?"". ☹️",-1
"El de los tacos me puso un taquito de más pero se le olvidó ponerme salsa verde. Dios da, Dios quita.",-1
Lo de Temuco hoy es preocupante.,-1
"ir al cine a ver Los 4 fantásticos: 10€

ponerme a 4 y que sea fantástico: 0€

ustedes verán",-1
"—¡Capitán!

—¿Sí, Almirante?

—¡Tierra a la vista!

—¡PENDEJO! ¡ME ECHASTE ARENA EN LOS OJOS!

—JAJAJAJAJA ni aguanta nada.",-1
"Te enojas conmigo si te despierto, te enojas conmigo si no lo hago. ATTE: Despertador confundido.",-1
El mejor maquillaje de una mujer es su S O N R I S A.,-1
Ya fue me voy a morir comida por mosquitos si no entro ahora,-1
"-¿Doctor, que es lo que tengo? -Sabe como se dice ""dos más"" en inglés -¿Two more? -Exacto, tienes un two more maligno.",-1
Me la paso tweeteando FOTOS DE LOS DOLAN. GRAYSON TANTO TE CUESTA DARME BOLA ? ahre,-1
Después de estacionarse la mujer pregunta al marido: -¿Quedé muy separada de la banqueta? -¿De cuál de las dos?,-1
"Llamar ""hijo de puta"" a alguien con el que has perdido muchas veces se estudia en 1º de señorío portugués en la Universidad de la vida.",-1
"¿Cuál es el colmo de la paciencia? 
Sacarse un moco con un guante de box.",-1
"Siempre hay una forma de lograr que la gente que te odia, te odie más, y esto es, siendo feliz.",-1
"Courtois es del Chelsea filhos da puta, se mira pero no se toca. Es miiio, mi tesoooro.",-1
"Las leyes son como salchichas, mejor ni enterarse como fueron hechas...",-1
La paja para ir al gym me consume,-1
"—¿A qué te dedicas? 
—Básicamente a respirar. No gano mucho, pero me da para vivir.",-1
Odio esa gente que le escribes algo lindo y les da igual. A mí me escribes algo lindo y ya me la estoy jalando pensando en ti.,-1
"Yo soy ese legendario integrante de los grupos de WhatsApp que nunca se entera de nada aunque esté en el grupo pero siempre pone ""jajaja"".😆",-1
Socorro,-1
no tomo pero que ganas de fermelo en la costa,-1
"Adivinen quién está con todas las pilas hoy... Exacto, algún representante de Duracell.",-1
"amor te voy a dar el paquete.
-que paquete?
Paquetecases conmigo guau",-1
"- ¡Policía! ¡Hay dos mujeres que se están peleando por mí!
- ¿Y qué problema hay?
- ¡Pues que va ganando la fea!
...",-1
"-Porque estás triste? 
-Se me pasó el colectivo..
-No te pongas mal, son cosas que pasan...",-1
“Ya soy famoso” dice jajajajajaja Acabo de conocer a mi ídolo ajjaja,-1
Quedamo así,-1
"Le preguntan a Hitler que porque era tan malo
Responde:
-No se, yo Nazi asi",-1
Nunca sabes lo que tienes hasta que llega tu madre y te dice: ¿¡Esto sirve o lo boto!?,-1
"Te apoyaré en todo bebé.

En la cama, la pared, la mesa, el sofá, en todo.",-1
Yo no sé como la gente normal puede dormir 8 horas y amanecer muy de buenas. Yo duermo 10 horas y me despierto con ganas de repartir putazos,-1
"Que película! !!
50 tomas de merc",-1
"Si amas a alguien, déjalo dormir :)",-1
Estos mosquitos de mierda,-1
"Si te invita a ir d shopping con su madre...no lo dejes ir,quien es buen hijo es buen marido e ira contigo!#GretchenCuotes",-1
TÍPICO: Te levantas de noche para ir al baño y corres lo mas veloz que puedes para que el fantasma no te alcance.,-1
Ya no estoy de malas. Nomás poquito.,-1
Buenos días! Martes de ir a jugar y de Chelsea-Barcelona.. Que se me hace que me empiezo a sentir mal por hay de la 1:00... 🤷‍♂️ @ferny2425,-1
"Para finalizar mi discurso de graduación, agradezco a mi madre por no haberme abortado, y a mi padre por haber comprado condones baratos.",-1
"Por ser mi cumple me dejan poner bts en el equipo, quiero cumplir todos los días jaja",-1
"— ¿Que tiene esa botella?
— Agua señor Policía 
— ¡Claro que NO! ¡Esto es vino! 
— Alabado sea el Señor y sus milagros...!!",-1
"El cerebro funciona desde que naces, hasta que te enamoras.",-1
Tengo una duda ¿El 31 de diciembre son 12 uvas o son 12 shots?,-1
Farta de estar nesta merda de hospital 😢,-1
"Aquello que digo, pues me hago una partidita al rainbow y a sobar, 30 minutacos de partida la hostia puta",-1
"—Oye abuelo, cuéntale a mis amigos tu mayor secreto

—Me gusta meterme cosas por el culo

—¡No, lo de la guerra!

—Ahh, ayudé contra Hitler",-1
"Reproduciendo ""Lush Life"" de ""Zara Larsson"" en #RadioGarach !!!",-1
"-Ella: Amor, a mi me dieron mi primer beso en la playa, a ti?
-El: en la escuela
-Ella: pero tu escuela no era solo de hombres?? #FAIL",-1
El tiempo no podrá enseñarme como olvidarte...,-1
"""Bukowski, Palahniuk y Hunter Thompson me cagaron la vida""

-@Dani_Matamoros ligando.",-1
Típico Decir que es una larga historia para no contarla.,-1
Los alpinitos y las compotas son vidaaa ❤️.,-1
¿Que es un peo? - El suspiro de un culo enamorado.,-1
"¿Cursi yo? ¿Cursi YOO? Cursi el viento..!! ..que acaricia tu cabello, impregnándome de tu aroma, y el dulce terciopelo...",-1
"—Mamá creo que no me quieres, no eres cariñosa conmigo.
—Ash ¿no fue suficiente cargarte en mi vientre por 7 meses?
—Otras aguantan 9 meses.",-1
A dormir un rato,-1
Soy el único pelotudo que se pone a lavar el auto en pedo en navidad mientras los demás se chupan hasta el codo.,-1
La verdad mientras yo cumplo mis metas ella solo esta hablando mal de mi JAJAJAJA,-1
Tan lindo y tan gato a la misma vez.,-1
 ¿Que tiene esa botella?  Agua señor policía  ¡Esto es vino!  Alabado sea el Señor y sus milagros!,-1
Sabes que será un mal día cuando te despiertan dos veces ... 😒,-1
"—Hola, vengo a que me haga un tatuaje que diga; ""pero mira como beben los peces en el río"" .
—¿En donde? 
—En el río pendejo, pon atención",-1
Andrea Bocelli toca todos los instrumentos..(antes de llegar al micrófono) #chistes #humor,-1
"—Me tienes que responder sinceramente, ¿te gusto? —Sinceramente.",-1
Jajajajajaja este hashtag #AEROMÉXICOTIENEPÉSIMOSERVICIO.... Sino les gusta no viajen por @Aeromexico  lo que hacen por un Follow 🤣🤣🤣🤣🤣,-1
"Si después de hacer el amor, das las gracias... eso es educación sexual.",-1
"- ¿Por qué no está trabajando? 
- Porque no lo vi venir, Jefe.",-1
"Un desempleado a un reclutador de personal: -¿Me da trabajo? Tengo 20 hijos. -Vamos a ver... aparte de eso, ¿qué sabe hacer? #fb",-1
Que alguien les ponga los,-1
"Sí nunca quisiste irte de tu casa, no tuviste infancia.",-1
crise e,-1
Me he portado tan bien últimamente que ya merezco una fiesta donde se me olvide hasta la dirección de mi casa.,-1
Si no van a morir mi muerte... ¿Porque quieren vivir mi vida?,-1
"DILEMAS.- Háblale más.

DILE-MAS.",-1
"Mi madre no habla, da conferencias.",-1
Mucho insomnio para tan poco cuerpo.,-1
"Oye juan, te apuntas a una orgía que voy a hacer en mi casa?
-y cuantos son?
si llevas a tu mujer somos 3 #xD #JAJAJA #RT",-1
"Hoy amanecí muy positiva, Feliz inicio de mes a todos, besos.",-1
Tu sabes tirao y Netflix,-1
"Que alguien me diga, porque el jugo de naranja es tan DELICIOSO! 🤤",-1
"¿Qué es un pato con 4 patas? ...Un pato infiel  
#chistes",-1
"-¿Sabes cual es la diferencia entre la pizza y tu opinión?
-¿Cuál?
-Que la pizza si la pedí",-1
"Bueno no aguanto más, necesito mil piñas ?",-1
Que mal estoy la puta madre,-1
Te crees principe azul y no llegas ni a Pitufo.,-1
"*TOC TOC* —Somos los Testigos de Jehová. —Pasen —Qué amable, gracias. *Minuto de silencio* —¿Y que iban a decirnos? —No sé, nunca nos abren.",-1
"C mamó
C mamut
C marnat
C mana santa
C creto
C máforo
C 🎶 MARCHITO🎶 ME MARCHO HOY, YO SÉ PERDER🎶 PERO AYYYY, COMO ME DUELE🎶 AY COMO ME DUELE",-1
"Maluma Baby

FRASES DE POBRES",-1
"—Árbitro, ¿cuánto falta para que termine el partido? 

—¿Falta? ¡FALTA! ¡PENAL A FAVOR DEL BARÇA!",-1
"El ex líder de está banda como venía anunciando, que en 2018 volvía a tocar y así cumple su promesa...: me siento pensativo(a)",-1
"TODO VUELVE, menos el lápiz y el dinero que le prestas a tus amigos.",-1
"Aguantás.
Aguantás.
Aguantás.
Aguantás.
Aguantás.
Aguantás.
Aguantás.
Aguantás.

Explotás.",-1
#MejorDeberíasDe relajarte un poco,-1
"— ¿Por qué me dejaste en visto? 

— Me quedé dormido. 

— ¡¿Una semana?!

— Tenía un chingo de sueño.",-1
Un mamut chiquitito queria volar,-1
"Creo que voy a caerlo a la plaza ,a ver qué onda con los pibes",-1
"Siempre te pienso, Amor mío, si te llegara una notificación cuando lo hago, tu cabeza sonaría como campana a cada rato.",-1
"El cambio de horario me confunde
¿Ya eres mi novia o no?",-1
"ayer pase por tu casa, y me tiraste con una notebook que queres que me internet? #chistes #malos",-1
Indignada por comercial en @CaracolTV en donde difaman a @petrogustavo haciendo campaña con Nicolas maduro.,-1
¿Cual es el animal que es dos veces animal? El que regresa con su ex.,-1
"Las peliculas de Chaplin siempre fueron mudas, de chiquitito le decian no Charles Chaplin,, #chistes #humor",-1
"GOL DE SAN TELMO: 18' Guillermo Esteban.
#SanTelmo 1-1 #TristánSuárez",-1
Shaylu es la perrita más linda que mis ojos pudieron ver algún día,-1
Amo a @CamilaTuDiosaxD,-1
"-la persona que quiera estar contigo está. No me vengas con que el tiempo, tu mamá, la vecina, nada de eso es pura mentira...❤️",-1
El truco esta en hacerlo como si fuera la ultima vez.,-1
INFERNOOOOOOOOOO,-1
"— ¿Por qué me dejaste en visto?
— Me quede dormido.
— ¡¿Una semana!?
— Tenía mucho sueño.",-1
"tanto que joden por el billete de a mil, pero bien que se sentiran unos dioses cuando los tengan en sus manos guau",-1
🍫 amigo de coso,-1
Che !!! a Bianchi no le faltan algunos jugadores ??,-1
Esta tarde hice un tuit sobre el aborto y los comentarios en contra que tuve fueron de hombres. *pretends to be shocked*,-1
"Todos sabemos que el himno de España tiene letra se llama ""La bikina"" y lo canta Ana War 
#OTDirecto19F
#HimnoSánchezARV",-1
"'No eres tu, soy yo'. (Dos gemelos peleando por una foto)",-1
43-Voto por #MiGente #IHeartAwards #BestRemix,-1
- Para que enamorarse? - Si es más divertido comer y dormir.,-1
Pero puedo lograr ser todo,-1
"Hola. Soy tu móvil, y me quedare sin carga en medio de una conversacion super emocionante.",-1
"En una pelea con mi novia puedo:

1.- Perder la discusión y pedir perdón.
2.- Ganar la discusión, hacerla llorar y luego pedir perdón.",-1
"— Disculpe, ¿La calle 8? 
— Ah, es la que viene 
— Entonces aquí la espero, ¡Gracias!",-1
"—¿Cuánto te mide el pene? 
—¿En centímetros o en campos de futbol? 
—En centímetros. 
—4...",-1
"4 pasos para ser feliz:

1. NO
2. TE
3. ILUSIONES
4. IDIOTA",-1
"El ruido de un beso no es tan estruendoso como el de un cañón, pero su eco dura mucho más.",-1
"¿Si bebes alcohol, eres Alcoholico? Y si bebes Fanta, ¿eres Fantástico?",-1
ME VOY A VER MI SERIE NO ME TOQUEN CHAU,-1
"Mi tl estaria necesitando mas fotos de hosekook, hopekook como lo quieran llamar",-1
Que ganas de tener una moto 😬,-1
"Si no eres mala influencia, fracasaste como hermano/a, primo/a y mejor amigo/a.",-1
"Piensan que las pistas de blue de instastory son mías y no, son de @mireyaalanis  ☹️",-1
"La prensa deberia estar feliz que el gobierno de Ortega les seguira dando trabajo, porque hasta donde se es lo unico que saben hablar guau",-1
"No sé cómo hizo mi novia para descubrir los contactos de mis mozas en mi celular. Estaban bien camuflados
-Jessico
-Diano
-Melisso
-Danielo",-1
#MeConectoSinClavos (Jesús en una cruz Wifi),-1
Hay dos tipos de amigas...  Las prix y las prixxx guau,-1
Nadie está en tu vida por casualidad.,-1
"Tu opinión es igual a los anuncios de Youtube, los ignoro en 5 segundos",-1
"#JAJAJA ¿Qué significa VIAGRA?
Vi-ejitos agra-decidos. #RT",-1
"-Mesero, quiero devolver este platillo.
-¿Por qué señor?
-Porque solo tuvo dos me gusta en Instagram. 
-Enseguida le traigo otro.",-1
"A veces está bueno calmarse y dejar pasar algunas cosas, y de paso mirarles el culo.",-1
"OLA KE ASE, FESTEJANDO EL AÑO NUEVO O KE ASE.",-1
En el horóscopo rata soy chino,-1
"De niño veía luces en el cielo y creía que eran OVNIS, hoy suena mi teléfono y creo que es un mensaje tuyo.

El tiempo no quita lo pendejo.",-1
Q es lo q,-1
"Que falte el amor, pero nunca a quién copiarle la tarea en el colegio.",-1
"Qué le dice un techo a otro?
techo de menos  #chistes #humor #techista",-1
Desgraciadamente volví a #BaleBergaLaBida quién sabe en qué terminará mi vida...,-1
Lo mio sigue siendo mio aun robado.,-1
"Situación Sentimental: 

☐ Soltero.
☐ En una relación.
☐ Casado.
☑ Tuitero.",-1
"Si te quiero, me gustas y todo. Pero opinas en Facebook sobre el fútbol para llamar la atención y pues así no.",-1
"—Pero... ¿Podemos seguir siendo amigos?
—Si, pero imaginarios.",-1
Hoy es 11/11/11 dale #RT o espera otros 1000 años,-1
"Estoy buscando un tatuaje, ¿qué me recomiendan?",-1
No entiendo a esas chicas que van friendzoneando a todos por diversión y luego se quejan que están solas haha,-1
Aaaaa listo hoy ya no banco más nada ni nadie lo único que pudo es una buena juntada para distraerme,-1
"Profes que dicen ""esto lo vieron el semestre pasado, jóvenes"" NO MAME PROFE APENAS Y ME ACUERDO DE LO QUE DESAYUNÉ AYER OZEA RE-AT-ZIO-NE.",-1
que entretenido,-1
"-Disculpe, no encuentro a mi hijo, me presta el micrófono porfavor? 
-Sí, claro!
-HOLA, ESTÁN TODOS INVITADOS A LOS XV's DE MI HIJA RUBI!!!",-1
Cuidado con las personas que no saben lo que quieren.,-1
Hacer movimientos ninjas cuando se te va a caer el celular :D,-1
Claramente tengo miedo de perder..,-1
"Pq con Holanda la historia hubiese sido OTRA,pero como los""hubiese""y""hubiera""NO existen,me resigno.",-1
Porfavor matias andate o te sacan. Sos un ignoranteeee,-1
Tal vez abortaron al amor de mi vida.,-1
"Acabo de recibir una respuesta a algo q le pregunte a mi Angel,esta mañana,gente los angeles existen,Y te escuchan...hablale!",-1
"Doctor, ¿como se encuentra mi hijo, el que se tragó una moneda?
-Sigue SIN CAMBIO, Sra.",-1
#PremiosFénix a los que crecimos con Star Wars,-1
"Jejeje,eesstee...como estan sus cuerpecitos luego d dias d bebelata,degenere y descontrol??Bien jodios sin querer hacer nada??LO SABIA!!",-1
El primer derecho supremo de todo hombre es el derecho a la VIDA #niunomenos #NoAlAborto digo SI A LA VIDA!!!,-1
"—#TeAmoMamá

—No tengo dinero.",-1
ESTOY MUY TRISTE PORQUE NO TOCARON DREAM NO MORE,-1
o llego 15 min tarde o soy la primera en llegar no tengo punto medio,-1
Oh los abrazos de mi sobrino y los 'te voy a extrañar' me traen de vuelta al mundo. Que ser tan hermoso 😍💞,-1
@OficialEdesur Y VAN A DARNOS LA LUZ 01151745!,-1
"Me gustan las personas espontáneas, dicen lo que piensan sin importar si está bien o no. Pueden lastimar, pero a veces te curan del todo.",-1
"#chistes ¿Por qué los diabéticos no pueden vengarse?
Porque la venganza es dulce...",-1
"Mis clases de los lunes son en el tercer piso del H, me muero.",-1
"—Hola, ¿salimos? —No puedo —¿Qué tenes? —Buen gusto.",-1
not gonna see the barça game tomorrow :(,-1
No intentes- @DiomedesDiaz ❤,-1
"Conducir a Cerro Navia, compartir información de la carretera en tiempo real con wazers en mi zona. ETA 11:20 PM usando @waze - Conducció...",-1
que ganas de conocer gente nueva,-1
"—Ronaldinho, ¿quieres jugar? 
—Claro que sí entrenador.
—A ver ten mi celular, creo que traigo el Candy Crush.",-1
Jeje😂,-1
"Una amiga a la otra -Vi a tu novio con un OVNI
-OVNI?
(O)tra (V)ieja (N)o (I)dentificada  #XD #JAJAJA",-1
"—Si ya no me amas solo dímelo y me voy.
—Ya no te amo.
—Pero piénsalo más tiempo, no mames.",-1
Quien ya mero cumple años🙋🏻‍♀️ porque yo no🎊🎉,-1
JAJAJA FUA TAN ASI,-1
#TIPICO Te gusta? - Nooo nada que ver. --Ahí vieneee! - DONDEEEEE?♥ #XD,-1
"Ser feliz no es estar en un estado peremne d Felicidad,es estar satisfecho con lo q eres,tienes y haces.#GretchenCuotes",-1
"—Desde hace mucho tiempo me siento solo :(
—Yo también, sentarse es muy fácil.",-1
"—Papá me pican los mosquitos.

—Pues apaga la luz *la apaga y entran 2 luciérnagas*.

—Papá, Papá ya me están buscando con linternas :(",-1
"- llamame al celu , por favor 
- ok, a partir de ahora lo haré así 
- Chau Pedro
- Chau Alcelu",-1
"Sin ofender significa ""quiero insultarte sin que te enojes conmigo"".",-1
bUENO EH AMIGA CALMATE UN TOQUE,-1
"@WilliamHillES Besiktas +2,5 córners en el partido #MiApuesta",-1
"#ClásicasMentiras ""Sí claro, yo le digo "", cuando alguien te dice ""Me saludas a tú mamá"" ...",-1
"Ya mandé una solicitud de empleo a la gasolinera porque soy especialista en echarte de menos. Lo sé, soy un romántico amigos, no me juzguen.",-1
"un dia paso un señor por la casa gritando Tiste, tiste y lo llame, le pregunte:
Señor anda tiste? el me dijo que si y yo hay pobetito guau",-1
"""5 cosas que no sabes de mí""

Ay mija, ya te conocemos todo, todos, así que no estés chingando.",-1
"—Mamá, ¿por qué mi papá se fue de la casa?
—¿Sabes borrar conversaciones de WhatsApp?
—Sí.
—Pues el pendejo de tu papá no.",-1
"Igual, por lo que veo, le esta yendo bien con su nueva novia. Ojala que sea feliz porque la verdad que se merece lo mejor del mundo ❤️",-1
Ganas de irme bien lejos de todo y todos,-1
Hay una aseguradora dominicana que prefiere pagarle a sus abogados que a los clientes. Y se hacen llamar los mejores en seguro de ley.,-1
#TeDedicoEsaQueDice Si ella quiere Reggeton dale ...  una beca para que estudie.,-1
"Mira que como Leonardo Dantés se apunte a la moda del himno, esto va a ser un no parar",-1
"—¿Sabes dónde te quiero dar un beso?
—¿En la panocha? 😏
—No, frente a nuestro Señor Jesucristo, en el altar, casándonos

*Todos los hombres*",-1
Me fui corriendo y no volví mas,-1
¡Buenos días a todos! 😊,-1
"La frase ""Lo que importa es lo de adentro"" sólo aplica si estás hablando de tu refrigerador, y siempre y cuando esté lleno.",-1
"Vodka+ hielo= daña el Riñón.
Ron+ hielo= daña el Hígado.
Whisky + hielo= daña el Corazón.
Al parecer el Hielo es el que lo daña todo.",-1
"• Papel mata piedra. 
• Piedra mata tijera. 
• Hakuna mata ta.

Gracias, sus likes son aplausos.",-1
Una vez un exorcista le quitó los diablitos a mi bicicleta.,-1
"Cuando uso audífonos siempre pongo cara de emputado, para que piensen que vengo escuchando rock o metal y no ""Los Ángeles Azules"".",-1
"Venimos a este mundo a ser felices, no a tener que poner alarmas a las 5 o 6 de la mañana.",-1
acaba de volver la luz vamo a dejar que el celfon termine de cargar antes de que explote,-1
"Ahora resulta que porque no apoyo las marchas de los maestros huevones que no quieren perder la plaza, estoy a favor del gobierno corrupto.",-1
"A pesar de golpes y caídas, sigo contigo.

-Mi teléfono.",-1
"Las amistades son como las TETAS: a veces se caen, a veces son grandes y otras veces son FALSAS!",-1
Apagar la luz del pasillo y correr lo más rápido posible para que nadie te asesine.,-1
Poner oraciones en el muro de Facebook multa de 750.000 #NuevoCodigoDePolicia,-1
"-Ninel ¿Tu canción favorita? -La de ""perro de cuerda"" del Buky! La que va así: perrooo de cuerdaaa nadiee es pefecto y tu lo veras...",-1
"EESOO!!*Eau de Cebollette*-""@John485_: Estoy todo sucio y sudado, en otras palabras, ready para el sexo.""",-1
"Nunca olvides las palabras que te ha dicho alguien que está enfadado, porque son las palabras que siempre ha querido decir.",-1
"""It's - my - turn""",-1
Pesadillas despierta y dormida.,-1
"A ella le gusta la gasolina.
- Oye, no puedes cantar algo más educativo?
- A ella le gusta la mezcla de hidrocarburos derivados de petróleo",-1
"Hay gente tan diferente en este mundo, por eso pienso que todo tiene un propósito y cada obstáculo vale la pena. 😁",-1
"Mis amores, le voy a dar RT a los mejores tuits que usen #GranCambiatónCineco GOGOGOGOOOO",-1
"¿Se imaginan cuando Instagram, Whatsapp, Facebook y Twitter se caigan al mismo tiempo?

Tremendo episodio de The Walking Dead.",-1
"—Papá, quería decirte que soy gay.
—Qué bueno, hijo, porque Santa Claus te va a traer pura verga.

LIKE SI LLORASTE POR EL FINAL INESPERADO",-1
kaero,-1
ENDOSCOPIO: Preparo los examenes y decido q estudiaré para todos exceptuando 2.      #chistes,-1
ARAÑAS? COMO LE HICIERON PARA JUNTAR A TODAS MIS AMIGAS? #MasterChefMx,-1
Mis dedos adquieren vida propia cuando tocan tu piel.,-1
Se me descargó el amor y no tengo cargador 😬,-1
"Oigo: -Quiero estar contigo, lo necesito! . Y voy yo y me derrito #1+1 #unparqueesuno #sentimientosquenacen",-1
"Va una bobina y mata a otra. Cuando el juez la interroga, exclama:
- Sí, es verdad, lo hice yo, pero me indujeron...",-1
¿Cuál es el colmo de un disquete? Tomar Viagra para convertirse en disco duro. #ChisteInformatico #fb,-1
me pone tan de malhumor la gente que ronca lpm TE PODES CALLAR,-1
Para que nadie se entere confesaré mis intenciones pero diré que son rumores para robarme tu atención 🤤,-1
que día más pobre ...,-1
"También ya llegué a la edad en la que no me interesa que la gente me quiera, se agradece más que no estén chingando.",-1
Amigos son aquellos que te ven llorando y te dicen ¿A quien matamos?,-1
"—¡ESTOY HARTO DE QUE ESTÉN HABLANDO A MIS ESPALDAS! —Señor, usted es taxista. —Ah, si pos sí.",-1
"Curioso que las personas que no logran ver sus errores, tienen una gran habilidad y agudeza para ver los errores de los demás.",-1
El mayor error de las personas es poner puntos suspensivos donde se debería poner punto final.,-1
"Cielo, mamá tuvo problemas en el trabajo.",-1
"Cuantas más bajas llevemos a París y cuanto más rara sea la alineación incial , más posibilidades tenemos de pasar la eliminatoria.",-1
"—¿Sigues enfermo? 
—Sí. 
—Bueno, mejórate.
—Gracias, fíjate que no se me había ocurrido, yo pensaba seguir enfermo.",-1
